# X	Y
0.000000000000000000e+00	5.403023058681397650e-01
1.000000000000000021e-02	5.826189466844077236e-01
2.000000000000000042e-02	6.280411677376356305e-01
2.999999999999999889e-02	6.767864140697950059e-01
4.000000000000000083e-02	7.290867949869543896e-01
5.000000000000000278e-02	7.851900415308434855e-01
5.999999999999999778e-02	8.453605246325233136e-01
7.000000000000000666e-02	9.098803376836592793e-01
8.000000000000000167e-02	9.790504474839890614e-01
8.999999999999999667e-02	1.053191917759589868e+00
1.000000000000000056e-01	1.132647209696125534e+00
1.100000000000000006e-01	1.217781564195236532e+00
1.199999999999999956e-01	1.308984470841315861e+00
1.300000000000000044e-01	1.406671228861028133e+00
1.400000000000000133e-01	1.511284605669874770e+00
1.499999999999999944e-01	1.623296598929853118e+00
1.600000000000000033e-01	1.743210308390772845e+00
1.700000000000000122e-01	1.871561924156063705e+00
1.799999999999999933e-01	2.008922838403069289e+00
1.900000000000000022e-01	2.155901887998949995e+00
2.000000000000000111e-01	2.313147735887616907e+00
2.099999999999999922e-01	2.481351399581862793e+00
2.200000000000000011e-01	2.661248935579311858e+00
2.300000000000000100e-01	2.853624289032383299e+00
2.399999999999999911e-01	3.059312318542606768e+00
2.500000000000000000e-01	3.279202006519824408e+00
2.600000000000000089e-01	3.514239866148694436e+00
2.700000000000000178e-01	3.765433556640132018e+00
2.800000000000000266e-01	4.033855719115639893e+00
2.899999999999999800e-01	4.320648046179712765e+00
2.999999999999999889e-01	4.627025598981656884e+00
3.099999999999999978e-01	4.954281386355098959e+00
3.200000000000000067e-01	5.303791221453574956e+00
3.300000000000000155e-01	5.677018872175739084e+00
3.400000000000000244e-01	6.075521522596583068e+00
3.500000000000000333e-01	6.500955563593866060e+00
3.599999999999999867e-01	6.955082731884274061e+00
3.699999999999999956e-01	7.439776617764400690e+00
3.800000000000000044e-01	7.957029562990215688e+00
3.900000000000000133e-01	8.508959971428174285e+00
4.000000000000000222e-01	9.097820056374681386e+00
4.100000000000000311e-01	9.726004049771120208e+00
4.199999999999999845e-01	1.039605689994312243e+01
4.299999999999999933e-01	1.111068348596755762e+01
4.400000000000000022e-01	1.187275837832394565e+01
4.500000000000000111e-01	1.268533617712087747e+01
4.600000000000000200e-01	1.355166246090794147e+01
4.700000000000000289e-01	1.447518538089260609e+01
4.799999999999999822e-01	1.545956793728461420e+01
4.899999999999999911e-01	1.650870097649172052e+01
5.000000000000000000e-01	1.762671694999470517e+01
5.100000000000000089e-01	1.881800447794196174e+01
5.200000000000000178e-01	2.008722376282871025e+01
5.300000000000000266e-01	2.143932290106908667e+01
5.400000000000000355e-01	2.287955514283615344e+01
5.500000000000000444e-01	2.441349715324080805e+01
5.600000000000000533e-01	2.604706833075182004e+01
5.700000000000000622e-01	2.778655124173160473e+01
5.799999999999999600e-01	2.963861323308249140e+01
5.899999999999999689e-01	3.161032928827255972e+01
5.999999999999999778e-01	3.370920619544465779e+01
6.099999999999999867e-01	3.594320809991680221e+01
